,arg,value
5240,工藤静香,B80/W54/H83
5241,国仲涼子,B84/W58/H85
5242,熊田曜子,B92/W56/H84
5243,倉田真由美,B86/W60/H87
5244,栗山千明,B81/W58/H83
5245,黒木瞳,B80/W58/H85
5246,黒木メイサ,B80/W58/H82
5247,黒谷友香,B83/W60/H85
5248,くわばたりえ,B85/65/95
5249,小池栄子,B91(F)/W59/H87
5250,小池里奈,B73(A)/W56/H82
5251,小泉今日子,B82/W58/H85
5252,小泉麻耶,B88(G)/W60/H85
5253,香坂みゆき,B76/W58/H83
5254,倖田來未,B90(F)/W60/H85
5255,国生さゆり,B78/W58/H84
5256,国分佐智子,B83/W58/H85
5257,小島瑠璃子,B81(D)/W57/H85
5258,後藤理沙,B85/W60/H87
5259,小西真奈美,B80/W59/H88
5260,小林さり,B80/W57/H88
5261,小林麻央,B86/W60/H88
5262,小林麻耶,B84/W57/H85
5263,小松菜奈,B81/W59/H85
5264,小嶺麗奈,B80/W58/H83
5265,小森純,B79.1(A)/W61/H84.5
5266,小柳ルミ子,B85/W57/H87
5267,小雪,B83/W58/H85
5268,今野杏南,B86(G)/W59/H83
5269,財前直美,B80/W58/H84
5270,坂井真紀,B79/W60/H80
5271,酒井若菜,B94/W60/H84
5272,坂井真紀,B80/W56/H86
5273,榊原郁恵,B85/W63/H88
5274,坂口杏里,B80/W59/H88
5275,坂下 千里子,B84(C)/W58/H85
5276,櫻井淳子,B80/W60/H85
5277,桜井 幸子,B78/W57/H82
5278,桜庭ななみ,B79/W60/H87
5279,佐々木希,B80/W58/H82
5280,指原 莉乃,B73/W53/H82
5281,五月みどり,B88/W63/H90
5282,佐藤藍子,B80/W58/H83
5283,佐藤江梨子,B88(E)/W58/H88
5284,さとう珠緒,B83/W57/H84
5285,佐藤仁美,B84/W60/H86
5286,佐藤唯,B82/W57/H79
5287,佐野ひなこ,B84(F)/W51/H86
5288,沢口靖子,B80/W58/H87
5289,SHELLY,B86/W61/H88
5290,鹿沼憂妃,B84/W57/H87
5291,重盛さと美,B82/W59/H82
5292,志田未来,B78/W60/H82
5293,篠崎愛,B87(G)/W60/H88
5294,篠田麻里子,B87/W57/H85
5295,篠原涼子,B80/W60/H85
5296,柴咲コウ,B76/W58/H83
5297,SHIHO,B71/W55/H82
5298,島崎和歌子,B90/W60/H90
5299,釈 由美子,B85/W58/H84
5300,シルク,B86/W65/H89
5301,杉田かおる,B85/W60/H87
5302,杉原 杏璃,B89(G)/W56/H80
5303,杉本彩,B88/W58/H90
5304,スザンヌ,B85(D)/W59/H88
5305,鈴木あみ,B80/W55/H82
5306,鈴木杏樹,B81/W57/H86
5307,鈴木えみ,B82(B)/W58/H86
5308,鈴木京香,B88/W59/H89
5309,鈴木砂羽,B88/W59/H87
5310,鈴木ちなみ,B80(E)/W59/H86
5311,関根麻里,B81以上/W56/H86
5312,瀬戸カトリーヌ,B83/W60/H88
5313,芹那,B87/W57/H84
5314,ソンミ,B77/W60/H89
5315,ダーブロウ有紗,B82/W60/H87
5316,だいたひかる,B82.5/W62/H80
5317,平愛梨,B85/W58/H88
5318,高樹澪,B85/W57/H82
5319,高島礼子,B84/W56/H89
5320,高橋愛,B80/W56/H83
5321,高橋ひとみ,B80/W61/H82
5322,高橋 みなみ,B74/W56.5/H81
5323,高橋メアリージュン,B85/W58/H86
5324,多岐川華子,B80/W58/H87
5325,多岐川裕美,B83/W58/H85
5326,滝沢沙織,B80/W58/H84
5327,滝沢乃南,B95(I)/W59/H85
5328,武井咲(えみ）,B76/W58/H81
5329,武田久美子,B82/W58/H82
5330,田中律子,B80/W59/H89
5331,田中麗奈,B77/W56/H82
5332,谷村奈南,B88(F)/W58/H86
5333,谷村美月,B83/W56/H80
5334,谷桃子,B88(D)/W58/H87
5335,多部未華子,B75/W58/H82
5336,田丸麻紀,84(C)/59/87
5337,ダレノガレ明美,B83/W54/H86
5338,檀れい,B80/W58/H83
5339,辻希美,B79/W60/H83
5340,土屋アンナ,B85/W60/H89
5341,手島優,B95(I)/W56/H86
5342,寺島しのぶ,B80/W60/H83
5343,遠野なぎこ,B83/W58/H85
5344,時東ぁみ,B85(F)/W58/H85
5345,戸田 恵梨香,B75/W57/H78
5346,冨永 愛,B81/W61/H88
5347,ともさかりえ,B72/W56/H66
5348,友近,B94/W63.8/H90
5349,鳥居みゆき,B83/W60/H85
5350,トリンドル玲奈,B76/W58/H77
5351,中川翔子,B84(C)/W58/H84
5352,中越典子,B78/W56/H82
5353,永作博美,B82/W58/H84
5354,長澤まさみ,B83.5/W57/H82.5
5355,中島知子,B87/W64/B91
5356,中田有紀,B82/W59/H83
5357,仲間由紀恵,B78/W59/H80
5358,中村アン,B89(E)/W57/H87
5359,中山 エミリ,B77/W57/H83
5360,中山忍,B81/W59cm/H87
5361,中山美穂,B80/W58/H85
5362,仲里依紗,B87/W59/H88
5363,夏川純,B85/W59/H85
5364,夏樹陽子,B85/W65/H91
5365,夏菜,B83/W57/H86
5366,菜々緒,B80/W57/H83
5367,成海璃子,B81/W57/82
5368,新山千春,B82/W58/H85
5369,西内まりや,B78.5/W59/H83
5370,西川史子,B76(A)/W58/H85
5371,西田尚美,B82/W60/H83
5372,西山茉希,B82/W58/H85
5373,根本はるみ,103(I)/W60/H88
5374,野村真美,B82/W59/H87
5375,はしのえみ,B81/W57/H83
5376,橋本愛,B80(A)/W58/H82
5377,長谷川京子,B80/W55/H82
5378,長谷川潤,B82/W60/H90
5379,長谷川理恵,B83/W59/H86
5380,畑中葉子,B83/W60/H87
5381,馬場園梓,B104/W90/H100
5382,浜崎あゆみ,B80/W53/H82
5383,浜田翔子,B80(B)/W54/H83
5384,浜田ブリトニー,B85(G)/W65/H85
5385,原沙知絵,B80/W58/H90
5386,原千晶,B86/W64/H88
5387,原幹恵,B94(G)/W61/H88
5388,春香クリスティーン,B82/W73/H91
5389,東原亜希,B84(D)/W58/H84
5390,雛形あきこ,B83(E)/W57/H85
5391,ビビアンスー,B85/W57/H85
5392,平山あや,B8？/W59/H82
5393,広末涼子,B77/W55/H81
5394,フィフィ,B86/W60/H88
5395,深田恭子,B80/W63/H88
5396,深津絵里,B82/W56/H83
5397,吹石一恵,B86(E)/W59/H86
5398,福田沙紀,B79(B)/W58/H80
5399,福田萌,B78/W59/H80
5400,藤井リナ,B84(D)/W57/H87
5401,藤崎奈々子,B83/W56/H83
5402,藤本美貴,B79/W59/H82
5403,藤原紀香,B88/W60/H89
5404,風吹ジュン,B81/W58/H82
5405,辺見えみり,B85/W58/H87
5406,ほしのあき,B88(E)/W56/H87
5407,星野真里,B73/W61/H84
5408,細川直美,B83/W54/H83
5409,細川ふみえ,B90(G)/W59/H87
5410,ホラン千秋,B86/W60/H89
5411,堀北真希,B78/W58/H83
5412,本上まなみ,B82/W59/H88
5413,本田翼,B84/W62/H88
5414,前田愛,B78/W58/H82
5415,前田敦子,B76/W55/H80
5416,前田典子,B84/W60/H88
5417,真木よう子,B83/W59/H83
5418,増田有華,B84/W63/H88
5419,松井絵里奈,B80(C)/W58/H77
5420,松居直美,B80/W58/H82
5421,松井玲奈,B75/W52/H84
5422,松金ようこ,B95(H)/W58/H85
5423,松下由紀,B83/W58/H83
5424,松嶋尚美,B74/W61/H88
5425,松嶋奈々子,B84/W59/H88
5426,松田聖子,B80/W57/H83
5427,眞鍋かをり,B84/W55/H88
5428,マリエ,B84/W60/H86
5429,マリリンモンロー,B94/W61/H86
5430,丸高愛実,B83(D)/W60/H86
5431,水川あさみ,B82/W58/H84
5432,水樹たま,B97/W72/H100
5433,水沢アキ,B85/W60/H85
5434,水沢アリー,B80/W57/H77
5435,水沢奈子,B70/W59/H81
5436,水谷雅子,B80/W60/H85
5437,misono,B80/W62/H90
5438,道重さゆみ,B82/W58/H83
5439,道端アンジェリカ,B86/W60/H88
5440,道端カレン,B82/W60/H87
5441,道端ジェシカ,B85/W59/H90
5442,満島ひかり,B75/W60.5/H89
5443,南明奈,B80/W59/H83
5444,南沢奈央,B83/W60/H86
5445,南野陽子,B80/W52/H82
5446,峯岸みなみ,B80/W60/H86
5447,三船美佳,B82/W62/H88
5448,宮崎香蓮,B70/W58/H78
5449,宮沢りえ,B82/W60/H85
5450,宮地真緒,B87/W58/H85
5451,村上里佳子,B82/W58/H86
5452,室井佑月,B85/W59/H85
5453,ＭＥＧＵＭＩ,B94(H)/W60/H86
5454,持田香織,B78/W58/H80
5455,本仮屋ユイカ,B78(B)/W54/H82
5456,桃井かおり,B84/W59/H87
5457,森泉,B82/W57/H87
5458,森口博子,B80/W59/H86
5459,森崎 友紀,B88/W58/H88
5460,森下千里,B88(F)/W55/H87
5461,森下悠里,B90(G)/W55/H90
5462,森高千里,B88(F)/W55/H87
5463,森田涼花,B80/W56/H80
5464,矢沢心,B80/W56/H84
5465,安田美沙子,B82(D)/W62/H90
5466,安めぐみ,B85/W60/H85
5467,矢田亜希子,B83(D)/W60/H90
5468,柳原可奈子,B105(A)/W89/H102
5469,柳ゆり菜,B83/W59/H87
5470,矢部美穂,B82/W58/H80
5471,山岸舞彩,B84/W57/H84
5472,山口もえ,B82/W58/H83
5473,山瀬まみ,B80/W59/H88
5474,山田まりや,B87(E)/W58/H86
5475,山田優,B85/W60/H84
5476,山本梓,B82(D)/W55/H83
5477,山本美月,B77/W59/H85
5478,山本モナ,B89/W63/H92
5479,山本優希,B80/W57/H80
5480,優香,B87/W59/H85
5481,優木まおみ,B80(C)/W59/H88
5482,由美かおる,B86/W58/H86
5483,横山ルリカ,B80/W62/H88
5484,吉岡美穂,B85/W59/H87
5485,吉川ひなの,B80/W57/H82
5486,吉木りさ,B80(C)/W59/H88
5487,吉高由里子,B85/W63/H88
5488,米倉涼子,B80.5/W58/H83
5489,ラブリ,B81/W57/H83
5490,ラフルアー宮澤エマ,B84/W64/H85
5491,梨花,B85(E)/W57/H89
5492,蓮舫,B80/W58/H80
5493,ローラ,B82(E)/W58/H86
5494,ローラチャン,B78/W58/H87
5495,若槻千夏,B82/W58/H84
5496,和久井映見,B82/W57/H85
5497,渡辺枝里子,B80/W59/H86
5498,渡辺直美,B120/W115/H130
5499,渡辺満里奈,B85/W60/H88
5500,マツコデラックス,B140/W140/H140
